game_key	id	en	zh_new	notes
all	9068148	Strike down this Tyrant, and the hive mind will suffer. 	擊倒這頭暴君，蟲巢意志就會受創。	2026-05-17 13:18 JST main chat xenos/Tyranid readable cleanup
all	9068155	The death of the Tyrant has caused the hive mind to recoil and the infestation to lessen. 	暴君之死使蟲巢意志退縮，侵染程度也降低了。	2026-05-17 13:18 JST main chat xenos/Tyranid readable cleanup
all	9068252	Many of his vital organs and implants were destroyed and an alien poison is attacking surviving tissues.	他的許多重要器官和植入體被摧毀，異族毒素正在攻擊倖存組織。	2026-05-17 13:18 JST main chat xenos/Tyranid readable cleanup
all	9100645	The Hive Fleet is already depositing billions of alien organisms on our worlds.	蟲巢艦隊已經向我們的世界投放了數十億泰倫有機體。	2026-05-17 13:18 JST main chat xenos/Tyranid readable cleanup
all	9101768	We are receiving numerous reports of local vegetation mutating, and attacks by hordes of leaping alien creatures. 	我們收到大量報告，稱當地植被正在突變，還有成群跳躍泰倫生物發動攻擊。	2026-05-17 13:18 JST main chat xenos/Tyranid readable cleanup
all	9101813	Imperial Shrines allow us to face our alien foes with increased fortitude and resolve.	帝國聖壇讓我們能以更強的堅韌與決心面對異族敵人。	2026-05-17 13:18 JST main chat xenos/Tyranid readable cleanup
all	9102066	This might is slowing the infestation, and the alien mind clearly wishes to see that resistance end.	這份威能正在減緩侵染，而那異族意志顯然希望終結這種抵抗。	2026-05-17 13:18 JST main chat xenos/Tyranid readable cleanup
all	9102581	Hive Outbreak on Calderis	卡德利斯蟲巢爆發	2026-05-17 13:18 JST main chat xenos/Tyranid readable cleanup
all	9102653	We have destroyed the Tyrant's venom cannon! 	我們摧毀了暴君的毒液炮！	2026-05-17 13:18 JST main chat xenos/Tyranid readable cleanup
all	9102760	Recovered footage shows a Warlock leading the alien host. Commissariat records identify him as Aurian, the leader of an Eldar warhost that slaughtered a regiment led by the Governor’s nephew. 	回收影像顯示，一名術士正率領異族部隊。政委部記錄確認他是奧瑞安，一支曾屠殺總督侄子所率團隊的靈族戰群領袖。	2026-05-17 13:18 JST main chat xenos/Tyranid readable cleanup
all	9102791	An alien force has targeted one of Meridian's important Imperial Shrines. They must wish to damage our morale as well as our infrastructure. 	一支異族部隊瞄準了梅里迪安一座重要帝國聖壇。他們必定想同時打擊我們的士氣和基礎設施。	2026-05-17 13:18 JST main chat xenos/Tyranid readable cleanup
all	9102836	The alien witch escaped! 	異族女巫逃走了！	2026-05-17 13:18 JST main chat xenos/Tyranid readable cleanup
all	9103064	Eliminating this Tyrant would cause the Hive Fleet to recoil, and would leave legions of lesser creatures without leadership.	消滅這頭暴君會迫使蟲巢艦隊退縮，並讓成群低等生物失去領導。	2026-05-17 13:18 JST main chat xenos/Tyranid readable cleanup
all	9103144	Below, the Tyrant beast lies dead.	下方，暴君巨獸已經死去。	2026-05-17 13:18 JST main chat xenos/Tyranid readable cleanup
all	9103347	Your actions have reduced the Tyanid infestation and bought the sector more time. Well done.	你的行動降低了泰倫蟲族感染，並為星區爭取了更多時間。做得好。	2026-05-17 13:18 JST main chat xenos/Tyranid readable cleanup
all	9104771	Drops down a group of Spore Mines.	空投一群孢子雷。	2026-05-17 13:18 JST main chat xenos/Tyranid readable cleanup
